task,fold,role,session,subject,direction,margin_alpha_star_lt_1_fraction,margin_alpha_star_gt_1_fraction,margin_alpha_star_distribution,trial_conditional,ce_alpha_star_distribution,label_scope
OpenBMI_SSVEP,4,inner_train,1,6,2,0.6,0.39,"[59, 0, 1, 0, 1, 0, 0, 39]",True,"[57, 0, 1, 0, 2, 1, 2, 37]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,3,0.52,0.48,"[50, 0, 1, 1, 0, 0, 0, 48]",True,"[41, 4, 2, 0, 5, 0, 2, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,4,0.51,0.45,"[46, 1, 4, 0, 4, 5, 1, 39]",True,"[35, 5, 2, 4, 2, 3, 4, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,5,0.56,0.43,"[54, 0, 2, 0, 1, 0, 0, 43]",True,"[46, 1, 1, 0, 0, 0, 1, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,6,0.48,0.49,"[43, 2, 2, 1, 3, 1, 0, 48]",True,"[41, 3, 3, 1, 1, 1, 1, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,7,0.54,0.46,"[53, 0, 1, 0, 0, 0, 1, 45]",True,"[53, 2, 4, 0, 1, 0, 1, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,8,0.56,0.43,"[53, 0, 2, 1, 1, 0, 1, 42]",True,"[57, 1, 1, 0, 2, 0, 1, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,9,0.48,0.51,"[47, 0, 0, 1, 1, 0, 0, 51]",True,"[39, 3, 2, 0, 0, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,10,0.3,0.66,"[27, 0, 1, 2, 4, 4, 0, 62]",True,"[23, 4, 1, 2, 4, 1, 5, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,11,0.5,0.49,"[48, 0, 0, 2, 1, 0, 0, 49]",True,"[45, 2, 1, 2, 1, 1, 2, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,12,0.4,0.58,"[36, 1, 3, 0, 2, 0, 1, 57]",True,"[35, 1, 0, 1, 3, 3, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,13,0.54,0.46,"[54, 0, 0, 0, 0, 0, 0, 46]",True,"[46, 2, 1, 1, 1, 0, 1, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,14,0.55,0.45,"[54, 0, 0, 1, 0, 1, 0, 44]",True,"[49, 2, 2, 1, 3, 0, 1, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,6,15,0.6,0.36,"[54, 0, 4, 2, 4, 4, 0, 32]",True,"[53, 1, 3, 1, 2, 3, 2, 35]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,0,0.66,0.34,"[65, 0, 1, 0, 0, 0, 0, 34]",True,"[68, 0, 0, 0, 0, 0, 0, 32]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,1,0.65,0.35,"[64, 0, 1, 0, 0, 0, 1, 34]",True,"[59, 3, 1, 0, 2, 2, 0, 33]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,2,0.55,0.45,"[55, 0, 0, 0, 0, 0, 0, 45]",True,"[58, 0, 1, 0, 0, 1, 1, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,3,0.52,0.47,"[51, 0, 1, 0, 1, 0, 0, 47]",True,"[43, 3, 2, 3, 4, 0, 0, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,4,0.42,0.56,"[41, 0, 0, 1, 2, 3, 2, 51]",True,"[44, 0, 0, 3, 2, 3, 2, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,5,0.49,0.51,"[49, 0, 0, 0, 0, 1, 1, 49]",True,"[43, 3, 2, 0, 1, 0, 1, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,6,0.58,0.41,"[54, 0, 2, 2, 1, 1, 1, 39]",True,"[47, 3, 3, 2, 2, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,7,0.58,0.42,"[58, 0, 0, 0, 0, 0, 0, 42]",True,"[57, 1, 2, 0, 1, 1, 1, 37]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,8,0.48,0.51,"[48, 0, 0, 0, 1, 0, 0, 51]",True,"[39, 0, 1, 0, 1, 1, 2, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,9,0.41,0.59,"[40, 1, 0, 0, 0, 2, 0, 57]",True,"[44, 1, 0, 1, 2, 1, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,10,0.23,0.74,"[18, 2, 2, 1, 3, 5, 1, 68]",True,"[21, 0, 3, 4, 5, 2, 2, 63]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,11,0.42,0.57,"[42, 0, 0, 0, 1, 0, 0, 57]",True,"[43, 1, 0, 0, 1, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,12,0.23,0.74,"[22, 0, 1, 0, 3, 0, 2, 72]",True,"[21, 0, 1, 4, 0, 2, 1, 71]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,13,0.5,0.5,"[49, 1, 0, 0, 0, 0, 1, 49]",True,"[46, 1, 1, 1, 1, 0, 2, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,14,0.55,0.44,"[55, 0, 0, 0, 1, 0, 1, 43]",True,"[51, 3, 0, 0, 2, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,6,15,0.54,0.46,"[50, 0, 2, 2, 0, 2, 2, 42]",True,"[47, 1, 2, 1, 3, 0, 2, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,0,0.53,0.47,"[53, 0, 0, 0, 0, 0, 2, 45]",True,"[52, 3, 0, 1, 1, 0, 3, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,1,0.43,0.57,"[43, 0, 0, 0, 0, 0, 0, 57]",True,"[43, 0, 1, 1, 1, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,2,0.54,0.46,"[54, 0, 0, 0, 0, 1, 0, 45]",True,"[54, 2, 0, 1, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,3,0.47,0.53,"[47, 0, 0, 0, 0, 0, 1, 52]",True,"[44, 2, 0, 0, 1, 1, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,4,0.46,0.54,"[45, 1, 0, 0, 0, 1, 0, 53]",True,"[38, 2, 1, 4, 2, 0, 1, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,5,0.35,0.65,"[35, 0, 0, 0, 0, 0, 0, 65]",True,"[29, 1, 0, 1, 1, 0, 1, 67]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,6,0.31,0.69,"[31, 0, 0, 0, 0, 1, 1, 67]",True,"[29, 0, 1, 0, 1, 0, 0, 69]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,7,0.42,0.57,"[42, 0, 0, 0, 1, 0, 0, 57]",True,"[45, 2, 0, 1, 1, 0, 1, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,8,0.49,0.51,"[48, 0, 0, 1, 0, 2, 0, 49]",True,"[41, 1, 1, 1, 0, 0, 1, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,9,0.3,0.68,"[30, 0, 0, 0, 2, 0, 1, 67]",True,"[34, 0, 1, 1, 2, 0, 1, 61]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,10,0.41,0.58,"[39, 1, 0, 1, 1, 1, 2, 55]",True,"[38, 1, 2, 0, 3, 2, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,11,0.55,0.45,"[55, 0, 0, 0, 0, 0, 0, 45]",True,"[53, 0, 0, 0, 1, 0, 1, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,12,0.37,0.62,"[36, 1, 0, 0, 1, 1, 1, 60]",True,"[34, 0, 1, 0, 0, 1, 1, 63]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,13,0.4,0.6,"[38, 2, 0, 0, 0, 0, 2, 58]",True,"[41, 1, 0, 0, 1, 1, 2, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,14,0.41,0.59,"[38, 1, 2, 0, 0, 0, 1, 58]",True,"[39, 1, 0, 0, 1, 0, 0, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,8,15,0.49,0.5,"[48, 0, 1, 0, 1, 2, 2, 46]",True,"[46, 2, 1, 1, 0, 2, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,0,0.63,0.37,"[61, 0, 1, 1, 0, 0, 1, 36]",True,"[58, 0, 0, 0, 0, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,1,0.51,0.49,"[49, 1, 1, 0, 0, 0, 0, 49]",True,"[50, 0, 0, 0, 1, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,2,0.53,0.47,"[51, 1, 1, 0, 0, 0, 0, 47]",True,"[50, 0, 0, 0, 1, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,3,0.62,0.38,"[61, 0, 0, 1, 0, 0, 0, 38]",True,"[61, 0, 0, 0, 1, 0, 0, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,4,0.43,0.57,"[40, 1, 2, 0, 0, 0, 4, 53]",True,"[38, 1, 2, 2, 2, 1, 2, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,5,0.29,0.7,"[29, 0, 0, 0, 1, 0, 0, 70]",True,"[29, 1, 1, 0, 2, 0, 0, 67]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,6,0.25,0.75,"[25, 0, 0, 0, 0, 0, 1, 74]",True,"[20, 1, 0, 0, 1, 0, 0, 78]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,7,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[41, 1, 0, 1, 0, 0, 1, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,8,0.47,0.53,"[44, 1, 2, 0, 0, 0, 0, 53]",True,"[47, 1, 0, 1, 0, 1, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,9,0.35,0.65,"[32, 3, 0, 0, 0, 0, 2, 63]",True,"[28, 1, 2, 1, 1, 1, 0, 66]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,10,0.43,0.57,"[39, 1, 1, 2, 0, 1, 1, 55]",True,"[33, 2, 1, 1, 1, 1, 3, 58]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,11,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[46, 2, 0, 1, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,12,0.28,0.72,"[27, 0, 0, 1, 0, 1, 1, 70]",True,"[23, 0, 0, 1, 3, 0, 2, 71]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,13,0.43,0.56,"[43, 0, 0, 0, 1, 1, 2, 53]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,14,0.45,0.55,"[43, 0, 2, 0, 0, 1, 0, 54]",True,"[40, 2, 0, 0, 4, 1, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,8,15,0.54,0.44,"[49, 2, 1, 2, 2, 1, 4, 39]",True,"[46, 0, 1, 2, 1, 2, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,0,0.55,0.45,"[55, 0, 0, 0, 0, 0, 0, 45]",True,"[48, 1, 1, 0, 6, 1, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,1,0.39,0.61,"[39, 0, 0, 0, 0, 0, 0, 61]",True,"[35, 3, 3, 0, 5, 1, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,2,0.38,0.62,"[38, 0, 0, 0, 0, 0, 0, 62]",True,"[28, 3, 3, 2, 5, 1, 1, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,3,0.61,0.38,"[61, 0, 0, 0, 1, 0, 2, 36]",True,"[55, 1, 3, 4, 4, 4, 0, 29]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,4,0.63,0.32,"[56, 4, 2, 1, 5, 0, 5, 27]",True,"[40, 3, 3, 3, 6, 7, 9, 29]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,5,0.29,0.69,"[28, 0, 1, 0, 2, 1, 0, 68]",True,"[24, 2, 0, 1, 4, 2, 0, 67]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,6,0.25,0.73,"[24, 1, 0, 0, 2, 6, 1, 66]",True,"[15, 0, 1, 0, 3, 2, 4, 75]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,7,0.48,0.52,"[47, 0, 0, 1, 0, 0, 0, 52]",True,"[50, 2, 0, 1, 4, 1, 1, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,8,0.36,0.64,"[34, 1, 0, 1, 0, 0, 0, 64]",True,"[22, 2, 2, 1, 2, 0, 1, 70]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,9,0.36,0.64,"[34, 0, 2, 0, 0, 0, 0, 64]",True,"[27, 2, 3, 0, 5, 1, 1, 61]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,10,0.37,0.6,"[34, 1, 1, 1, 3, 0, 1, 59]",True,"[26, 1, 2, 1, 2, 3, 3, 62]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,11,0.39,0.61,"[38, 0, 1, 0, 0, 0, 1, 60]",True,"[35, 2, 0, 1, 2, 0, 0, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,12,0.34,0.63,"[34, 0, 0, 0, 3, 0, 0, 63]",True,"[24, 1, 3, 1, 1, 0, 0, 70]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,13,0.45,0.54,"[45, 0, 0, 0, 1, 0, 1, 53]",True,"[34, 0, 1, 1, 5, 2, 2, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,14,0.36,0.64,"[36, 0, 0, 0, 0, 0, 0, 64]",True,"[33, 1, 1, 2, 3, 2, 3, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,10,15,0.42,0.58,"[40, 0, 1, 1, 0, 0, 1, 57]",True,"[33, 0, 3, 1, 0, 1, 3, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,0,0.55,0.45,"[55, 0, 0, 0, 0, 0, 0, 45]",True,"[49, 0, 0, 0, 2, 0, 1, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,1,0.45,0.55,"[45, 0, 0, 0, 0, 0, 0, 55]",True,"[40, 2, 1, 1, 1, 0, 2, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,2,0.42,0.58,"[42, 0, 0, 0, 0, 0, 0, 58]",True,"[29, 2, 0, 2, 4, 2, 1, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,3,0.65,0.35,"[65, 0, 0, 0, 0, 0, 0, 35]",True,"[55, 5, 1, 1, 5, 0, 0, 33]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,4,0.67,0.32,"[54, 6, 5, 2, 1, 2, 2, 28]",True,"[39, 1, 12, 3, 4, 1, 1, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,5,0.35,0.65,"[35, 0, 0, 0, 0, 0, 1, 64]",True,"[24, 0, 0, 1, 2, 0, 1, 72]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,6,0.27,0.73,"[26, 0, 0, 1, 0, 1, 2, 70]",True,"[17, 1, 0, 0, 1, 2, 2, 77]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,7,0.39,0.61,"[39, 0, 0, 0, 0, 0, 0, 61]",True,"[48, 2, 1, 1, 5, 1, 1, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,8,0.32,0.68,"[32, 0, 0, 0, 0, 0, 0, 68]",True,"[25, 0, 1, 1, 0, 0, 0, 73]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,9,0.42,0.57,"[42, 0, 0, 0, 1, 0, 0, 57]",True,"[40, 2, 0, 1, 7, 1, 2, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,10,0.41,0.59,"[39, 1, 0, 1, 0, 1, 1, 57]",True,"[32, 2, 2, 3, 1, 1, 2, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,11,0.51,0.49,"[51, 0, 0, 0, 0, 1, 0, 48]",True,"[50, 0, 0, 0, 2, 0, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,12,0.36,0.64,"[36, 0, 0, 0, 0, 1, 0, 63]",True,"[33, 1, 1, 1, 0, 0, 1, 63]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,13,0.51,0.49,"[50, 0, 0, 1, 0, 1, 0, 48]",True,"[45, 2, 1, 2, 4, 1, 1, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,14,0.36,0.64,"[36, 0, 0, 0, 0, 0, 0, 64]",True,"[31, 2, 0, 1, 2, 2, 1, 61]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,10,15,0.43,0.57,"[43, 0, 0, 0, 0, 0, 1, 56]",True,"[43, 1, 1, 2, 1, 1, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,0,0.36,0.63,"[36, 0, 0, 0, 1, 1, 1, 61]",True,"[37, 1, 0, 1, 1, 0, 2, 58]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,1,0.4,0.59,"[40, 0, 0, 0, 1, 1, 0, 58]",True,"[40, 1, 1, 0, 1, 0, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,2,0.55,0.45,"[54, 0, 0, 1, 0, 0, 0, 45]",True,"[49, 1, 1, 2, 2, 0, 0, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,3,0.42,0.58,"[42, 0, 0, 0, 0, 1, 0, 57]",True,"[39, 0, 1, 0, 0, 1, 2, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,4,0.39,0.56,"[31, 5, 0, 3, 5, 2, 1, 53]",True,"[28, 4, 2, 2, 5, 1, 1, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,5,0.36,0.64,"[32, 0, 2, 2, 0, 0, 1, 63]",True,"[30, 0, 0, 0, 1, 1, 0, 68]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,6,0.34,0.64,"[32, 1, 0, 1, 2, 2, 0, 62]",True,"[26, 0, 0, 2, 1, 0, 3, 68]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,7,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 1, 2, 0, 2, 0, 1, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,8,0.48,0.5,"[48, 0, 0, 0, 2, 0, 1, 49]",True,"[45, 2, 0, 1, 0, 0, 1, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,9,0.46,0.53,"[46, 0, 0, 0, 1, 0, 0, 53]",True,"[49, 0, 0, 0, 2, 1, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,10,0.44,0.56,"[40, 1, 2, 1, 0, 1, 1, 54]",True,"[39, 1, 0, 1, 4, 1, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,11,0.5,0.49,"[48, 0, 2, 0, 1, 0, 0, 49]",True,"[50, 1, 0, 0, 0, 0, 1, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,12,0.52,0.47,"[48, 1, 2, 1, 1, 1, 0, 46]",True,"[48, 0, 1, 1, 1, 0, 2, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,13,0.51,0.49,"[50, 0, 0, 1, 0, 0, 0, 49]",True,"[45, 0, 1, 0, 3, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,14,0.45,0.55,"[44, 0, 1, 0, 0, 1, 1, 53]",True,"[40, 0, 0, 0, 2, 1, 1, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,14,15,0.34,0.64,"[33, 1, 0, 0, 2, 1, 5, 58]",True,"[29, 2, 0, 0, 5, 0, 4, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,0,0.38,0.61,"[35, 1, 0, 2, 1, 0, 1, 60]",True,"[39, 0, 1, 1, 1, 1, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,1,0.44,0.56,"[40, 0, 1, 3, 0, 0, 0, 56]",True,"[43, 1, 0, 0, 0, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,2,0.36,0.62,"[36, 0, 0, 0, 2, 1, 0, 61]",True,"[38, 0, 0, 0, 0, 1, 0, 61]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,3,0.47,0.53,"[47, 0, 0, 0, 0, 1, 2, 50]",True,"[46, 1, 0, 0, 0, 1, 1, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,4,0.28,0.69,"[27, 0, 0, 1, 3, 0, 1, 68]",True,"[27, 1, 1, 1, 0, 1, 2, 67]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,5,0.39,0.61,"[36, 0, 3, 0, 0, 1, 2, 58]",True,"[31, 1, 0, 1, 0, 0, 1, 66]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,6,0.33,0.67,"[30, 1, 1, 1, 0, 0, 1, 66]",True,"[23, 0, 0, 0, 0, 2, 2, 73]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
